l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1300067,30,15,3,18.0,1684.8,0.05,0.16,N,F,2026-01-15,2026-01-15,2026-01-21,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300067,21,1,4,29.0,21982.58,0.08,0.16,N,F,2026-01-14,2026-01-15,2026-01-18,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300067,39,10,5,25.0,20402.25,0.06,0.16,N,F,2026-01-15,2026-01-16,2026-01-18,NONE,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300068,10,8,1,11.0,2606.45,0.0,0.18,N,F,2026-01-19,2026-01-19,2026-01-24,DELIVER IN PERSON,AIR,Delivered within January service window.
1300068,35,13,2,2.0,1778.6,0.03,0.18,A,F,2026-01-20,2026-01-20,2026-01-22,NONE,AIR,Customer dock appointment confirmed before receipt.
1300068,43,10,3,11.0,1603.25,0.06,0.18,A,F,2026-01-20,2026-01-20,2026-01-24,TAKE BACK RETURN,MAIL,Packed for standard replenishment and received on schedule.
1300068,31,8,4,8.0,2776.56,0.06,0.18,N,F,2026-01-21,2026-01-20,2026-01-29,TAKE BACK RETURN,MAIL,Customer dock appointment confirmed before receipt.
1300068,29,8,5,5.0,1959.95,0.05,0.18,N,F,2026-01-20,2026-01-19,2026-01-24,DELIVER IN PERSON,TRUCK,Delivered within January service window.
1300069,16,4,1,10.0,5864.5,0.02,0.16,N,F,2026-01-25,2026-01-24,2026-01-30,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300069,2,5,2,5.0,1645.55,0.03,0.16,N,O,2026-01-26,2026-01-24,2026-02-09,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300069,12,7,3,8.0,4288.16,0.0,0.16,A,F,2026-01-25,2026-01-25,2026-01-31,NONE,MAIL,Delivered within January service window.
1300069,42,16,4,13.0,6346.6,0.05,0.16,N,F,2026-01-25,2026-01-25,2026-01-29,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300069,11,15,5,32.0,23266.56,0.03,0.16,N,F,2026-01-24,2026-01-23,2026-01-30,NONE,RAIL,Customer dock appointment confirmed before receipt.
1300070,30,5,1,13.0,1216.8,0.05,0.21,N,F,2026-01-26,2026-01-26,2026-01-29,DELIVER IN PERSON,AIR,Delivered within January service window.
1300070,19,12,2,5.0,3162.3,0.0,0.21,N,O,2026-01-25,2026-01-25,2026-02-06,TAKE BACK RETURN,SHIP,Line remains in transit at January month-end.
1300070,23,9,3,16.0,6240.16,0.05,0.21,A,F,2026-01-25,2026-01-24,2026-01-29,TAKE BACK RETURN,AIR,Packed for standard replenishment and received on schedule.
1300070,5,3,4,13.0,3052.01,0.02,0.21,N,F,2026-01-26,2026-01-25,2026-01-31,NONE,TRUCK,Customer dock appointment confirmed before receipt.
1300070,38,2,5,31.0,1913.94,0.1,0.21,N,F,2026-01-27,2026-01-27,2026-01-31,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300071,29,15,1,4.0,1567.96,0.02,0.21,N,F,2026-01-08,2026-01-07,2026-01-16,TAKE BACK RETURN,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300071,22,5,2,12.0,2247.12,0.02,0.21,N,F,2026-01-09,2026-01-10,2026-01-11,DELIVER IN PERSON,SHIP,Packed for standard replenishment and received on schedule.
1300071,9,9,3,35.0,16346.4,0.08,0.21,R,F,2026-01-10,2026-01-09,2026-01-16,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300071,20,5,4,14.0,9455.6,0.03,0.21,R,F,2026-01-11,2026-01-08,2026-01-19,NONE,RAIL,Customer dock appointment confirmed before receipt.
1300071,1,5,5,9.0,4308.84,0.0,0.21,R,F,2026-01-09,2026-01-10,2026-01-15,DELIVER IN PERSON,SHIP,Delivered within January service window.
1300072,2,13,1,14.0,4607.54,0.05,0.21,N,F,2026-01-04,2026-01-05,2026-01-08,NONE,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300072,32,11,2,11.0,7781.73,0.0,0.21,N,F,2026-01-06,2026-01-07,2026-01-14,TAKE BACK RETURN,SHIP,Delivered within January service window.
1300072,41,16,3,7.0,4289.95,0.02,0.21,A,F,2026-01-05,2026-01-05,2026-01-11,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300072,27,5,4,10.0,5337.7,0.05,0.21,N,F,2026-01-06,2026-01-06,2026-01-09,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300072,31,5,5,4.0,1388.28,0.05,0.21,N,F,2026-01-04,2026-01-03,2026-01-09,NONE,TRUCK,Customer dock appointment confirmed before receipt.
1300073,22,2,1,2.0,374.52,0.03,0.14,N,F,2026-01-12,2026-01-11,2026-01-20,NONE,SHIP,Delivered within January service window.
1300073,11,3,2,28.0,20358.24,0.03,0.14,N,F,2026-01-14,2026-01-14,2026-01-16,TAKE BACK RETURN,MAIL,Packed for standard replenishment and received on schedule.
1300073,23,2,3,13.0,5070.13,0.06,0.14,N,F,2026-01-12,2026-01-12,2026-01-19,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300073,7,15,4,30.0,6375.6,0.12,0.14,N,F,2026-01-14,2026-01-12,2026-01-17,NONE,MAIL,Customer dock appointment confirmed before receipt.
1300073,39,10,5,32.0,26114.88,0.06,0.14,R,F,2026-01-14,2026-01-14,2026-01-17,NONE,RAIL,Packed for standard replenishment and received on schedule.
1300074,41,4,1,9.0,5515.65,0.08,0.21,A,F,2026-01-14,2026-01-13,2026-01-21,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300074,37,10,2,9.0,2469.51,0.06,0.21,N,F,2026-01-12,2026-01-12,2026-01-17,NONE,TRUCK,Delivered within January service window.
1300074,24,4,3,7.0,2476.25,0.02,0.21,N,F,2026-01-15,2026-01-15,2026-01-19,TAKE BACK RETURN,MAIL,Delivered within January service window.
1300074,5,3,4,5.0,1173.85,0.05,0.21,N,F,2026-01-15,2026-01-12,2026-01-18,NONE,AIR,Customer dock appointment confirmed before receipt.
1300074,39,11,5,33.0,26930.97,0.05,0.21,N,F,2026-01-12,2026-01-13,2026-01-14,NONE,MAIL,Customer dock appointment confirmed before receipt.
1300075,10,6,1,8.0,1895.6,0.03,0.18,N,O,2026-01-30,2026-01-31,2026-02-05,TAKE BACK RETURN,TRUCK,Customer requested deferred receipt into next month.
1300075,36,13,2,1.0,27.53,0.05,0.18,N,O,2026-02-01,2026-02-02,2026-02-12,DELIVER IN PERSON,TRUCK,Line remains in transit at January month-end.
1300075,31,5,3,2.0,694.14,0.06,0.18,N,O,2026-02-01,2026-01-30,2026-02-15,TAKE BACK RETURN,MAIL,Customer requested deferred receipt into next month.
1300075,2,5,4,4.0,1316.44,0.02,0.18,N,O,2026-02-02,2026-01-30,2026-02-15,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300075,22,5,5,4.0,749.04,0.05,0.18,N,O,2026-02-02,2026-01-30,2026-02-14,DELIVER IN PERSON,MAIL,Receipt expected in early February after dispatch.
1300076,5,3,1,7.0,1643.39,0.05,0.21,N,F,2026-01-17,2026-01-17,2026-01-21,DELIVER IN PERSON,SHIP,Customer dock appointment confirmed before receipt.
1300076,16,3,2,5.0,2932.25,0.03,0.21,A,F,2026-01-17,2026-01-16,2026-01-25,DELIVER IN PERSON,SHIP,Customer dock appointment confirmed before receipt.
1300076,32,6,3,3.0,2122.29,0.0,0.21,N,F,2026-01-17,2026-01-17,2026-01-20,DELIVER IN PERSON,MAIL,Delivered within January service window.
1300076,31,5,4,1.0,347.07,0.03,0.21,N,F,2026-01-14,2026-01-15,2026-01-19,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300076,27,1,5,12.0,6405.24,0.03,0.21,N,F,2026-01-14,2026-01-13,2026-01-17,DELIVER IN PERSON,AIR,Packed for standard replenishment and received on schedule.
1300077,41,16,1,8.0,4902.8,0.06,0.14,N,F,2026-01-25,2026-01-25,2026-01-31,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300077,22,5,2,11.0,2059.86,0.03,0.14,N,F,2026-01-23,2026-01-24,2026-01-27,TAKE BACK RETURN,MAIL,Customer dock appointment confirmed before receipt.
1300077,14,8,3,9.0,4829.04,0.05,0.14,N,F,2026-01-25,2026-01-22,2026-01-30,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300077,37,5,4,17.0,4664.63,0.06,0.14,N,F,2026-01-25,2026-01-23,2026-01-28,NONE,MAIL,Customer dock appointment confirmed before receipt.
1300077,4,4,5,11.0,3423.31,0.08,0.14,N,F,2026-01-25,2026-01-23,2026-01-31,NONE,AIR,Customer dock appointment confirmed before receipt.
1300078,20,7,1,12.0,8104.8,0.03,0.21,N,O,2026-01-29,2026-01-28,2026-02-11,DELIVER IN PERSON,SHIP,Receipt expected in early February after dispatch.
1300078,7,15,2,32.0,6800.64,0.06,0.21,N,O,2026-01-30,2026-01-28,2026-02-11,DELIVER IN PERSON,RAIL,Receipt expected in early February after dispatch.
1300078,14,10,3,13.0,6975.28,0.05,0.21,N,O,2026-01-29,2026-01-30,2026-02-12,DELIVER IN PERSON,RAIL,Customer requested deferred receipt into next month.
1300078,11,3,4,23.0,16722.84,0.1,0.21,N,O,2026-01-27,2026-01-27,2026-02-06,NONE,MAIL,Line remains in transit at January month-end.
1300078,8,6,5,16.0,14684.8,0.05,0.21,N,O,2026-01-29,2026-01-27,2026-02-09,TAKE BACK RETURN,SHIP,Line remains in transit at January month-end.
1300079,40,4,1,11.0,10064.23,0.0,0.16,N,F,2026-02-02,2026-02-02,2026-01-31,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300079,32,11,2,8.0,5659.44,0.05,0.16,N,O,2026-01-31,2026-02-01,2026-02-11,TAKE BACK RETURN,AIR,Receipt expected in early February after dispatch.
1300079,7,14,3,17.0,3612.84,0.06,0.16,N,O,2026-01-30,2026-01-30,2026-02-11,NONE,SHIP,Line remains in transit at January month-end.
1300079,15,1,4,9.0,4275.63,0.02,0.16,N,F,2026-02-02,2026-02-02,2026-01-31,NONE,SHIP,Packed for standard replenishment and received on schedule.
1300079,18,14,5,2.0,1552.5,0.05,0.16,N,O,2026-01-31,2026-01-30,2026-02-08,DELIVER IN PERSON,TRUCK,Receipt expected in early February after dispatch.
1300080,27,5,1,1.0,533.77,0.0,0.18,A,F,2026-01-15,2026-01-14,2026-01-22,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300080,14,10,2,18.0,9658.08,0.05,0.18,N,F,2026-01-17,2026-01-17,2026-01-21,DELIVER IN PERSON,AIR,Delivered within January service window.
1300080,38,3,3,30.0,1852.2,0.1,0.18,N,F,2026-01-16,2026-01-15,2026-01-21,DELIVER IN PERSON,MAIL,Delivered within January service window.
1300080,21,14,4,19.0,14402.38,0.02,0.18,N,F,2026-01-18,2026-01-16,2026-01-25,TAKE BACK RETURN,AIR,Delivered within January service window.
1300080,12,12,5,13.0,6968.26,0.03,0.18,R,F,2026-01-17,2026-01-15,2026-01-24,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300081,23,2,1,13.0,5070.13,0.03,0.14,N,O,2026-02-03,2026-02-03,2026-02-13,TAKE BACK RETURN,RAIL,Customer requested deferred receipt into next month.
1300081,39,10,2,17.0,13873.53,0.08,0.14,N,O,2026-02-02,2026-02-03,2026-02-11,TAKE BACK RETURN,AIR,Line remains in transit at January month-end.
1300081,14,10,3,19.0,10194.64,0.05,0.14,N,O,2026-02-03,2026-02-04,2026-02-17,DELIVER IN PERSON,AIR,Customer requested deferred receipt into next month.
1300081,8,3,4,6.0,5506.8,0.0,0.14,N,O,2026-02-04,2026-02-04,2026-02-18,DELIVER IN PERSON,AIR,Line remains in transit at January month-end.
1300081,36,12,5,4.0,110.12,0.05,0.14,N,O,2026-02-04,2026-02-01,2026-02-16,DELIVER IN PERSON,AIR,Line remains in transit at January month-end.
1300082,24,4,1,20.0,7075.0,0.08,0.16,N,O,2026-01-29,2026-01-28,2026-02-08,NONE,MAIL,Receipt expected in early February after dispatch.
1300082,40,4,2,11.0,10064.23,0.05,0.16,N,O,2026-01-26,2026-01-27,2026-02-03,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300082,32,11,3,5.0,3537.15,0.05,0.16,N,F,2026-01-27,2026-01-27,2026-01-31,DELIVER IN PERSON,MAIL,Customer dock appointment confirmed before receipt.
1300082,16,7,4,4.0,2345.8,0.03,0.16,N,O,2026-01-27,2026-01-27,2026-02-03,DELIVER IN PERSON,MAIL,Receipt expected in early February after dispatch.
1300082,4,4,5,12.0,3734.52,0.06,0.16,N,O,2026-01-28,2026-01-29,2026-02-10,NONE,TRUCK,Receipt expected in early February after dispatch.
1300083,24,3,1,5.0,1768.75,0.05,0.21,R,F,2026-01-24,2026-01-23,2026-01-28,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300083,19,5,2,12.0,7589.52,0.03,0.21,N,F,2026-01-25,2026-01-23,2026-01-31,TAKE BACK RETURN,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300083,40,4,3,9.0,8234.37,0.05,0.21,N,F,2026-01-24,2026-01-25,2026-01-31,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300083,15,1,4,2.0,950.14,0.08,0.21,N,O,2026-01-26,2026-01-26,2026-02-07,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300083,20,2,5,6.0,4052.4,0.03,0.21,A,F,2026-01-23,2026-01-23,2026-01-30,NONE,AIR,Customer dock appointment confirmed before receipt.
1300084,12,15,1,8.0,4288.16,0.02,0.16,A,F,2026-01-27,2026-01-27,2026-01-29,NONE,MAIL,Customer dock appointment confirmed before receipt.
1300084,10,6,2,4.0,947.8,0.06,0.16,N,O,2026-01-29,2026-01-27,2026-02-04,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300084,2,5,3,3.0,987.33,0.03,0.16,N,O,2026-01-27,2026-01-27,2026-02-02,NONE,TRUCK,Receipt expected in early February after dispatch.
1300084,7,15,4,15.0,3187.8,0.05,0.16,N,O,2026-01-28,2026-01-28,2026-02-03,DELIVER IN PERSON,MAIL,Ocean-leg delivery extends beyond January close.
1300084,34,14,5,10.0,6167.8,0.03,0.16,N,O,2026-01-29,2026-01-27,2026-02-06,NONE,MAIL,Customer requested deferred receipt into next month.
1300085,37,2,1,17.0,4664.63,0.06,0.21,N,F,2026-01-27,2026-01-27,2026-01-31,DELIVER IN PERSON,AIR,Delivered within January service window.
1300085,21,1,2,22.0,16676.44,0.06,0.21,N,F,2026-01-25,2026-01-25,2026-01-31,TAKE BACK RETURN,AIR,Packed for standard replenishment and received on schedule.
1300085,11,9,3,29.0,21085.32,0.06,0.21,N,O,2026-01-25,2026-01-26,2026-02-03,TAKE BACK RETURN,AIR,Ocean-leg delivery extends beyond January close.
1300085,22,2,4,6.0,1123.56,0.05,0.21,N,O,2026-01-27,2026-01-28,2026-02-08,DELIVER IN PERSON,SHIP,Customer requested deferred receipt into next month.
1300085,30,15,5,13.0,1216.8,0.0,0.21,N,O,2026-01-26,2026-01-25,2026-02-05,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300086,9,9,1,32.0,14945.28,0.06,0.18,N,O,2026-01-29,2026-01-29,2026-02-05,NONE,SHIP,Customer requested deferred receipt into next month.
1300086,25,10,2,8.0,1830.48,0.02,0.18,N,O,2026-01-28,2026-01-27,2026-02-04,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300086,36,13,3,7.0,192.71,0.08,0.18,N,F,2026-01-29,2026-01-28,2026-01-31,TAKE BACK RETURN,AIR,Delivered within January service window.
1300086,31,8,4,2.0,694.14,0.05,0.18,N,O,2026-01-30,2026-01-29,2026-02-09,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300086,24,3,5,10.0,3537.5,0.02,0.18,N,F,2026-01-29,2026-01-29,2026-01-31,TAKE BACK RETURN,AIR,Packed for standard replenishment and received on schedule.
1300087,7,15,1,12.0,2550.24,0.03,0.16,R,F,2026-01-16,2026-01-17,2026-01-18,DELIVER IN PERSON,AIR,Customer dock appointment confirmed before receipt.
1300087,1,5,2,12.0,5745.12,0.08,0.16,N,F,2026-01-15,2026-01-16,2026-01-21,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300087,31,8,3,9.0,3123.63,0.02,0.16,N,F,2026-01-17,2026-01-15,2026-01-19,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300087,24,8,4,19.0,6721.25,0.02,0.16,N,F,2026-01-17,2026-01-16,2026-01-22,NONE,MAIL,Delivered within January service window.
1300087,3,8,5,11.0,860.75,0.0,0.16,N,F,2026-01-16,2026-01-15,2026-01-24,NONE,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300088,4,1,1,18.0,5601.78,0.03,0.16,N,F,2026-01-14,2026-01-15,2026-01-19,TAKE BACK RETURN,SHIP,Delivered within January service window.
1300088,15,9,2,9.0,4275.63,0.0,0.16,A,F,2026-01-17,2026-01-14,2026-01-23,NONE,AIR,Delivered within January service window.
1300088,29,8,3,9.0,3527.91,0.05,0.16,A,F,2026-01-16,2026-01-14,2026-01-20,DELIVER IN PERSON,RAIL,Delivered within January service window.
1300088,28,4,4,18.0,16037.28,0.05,0.16,N,F,2026-01-15,2026-01-14,2026-01-21,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300088,43,16,5,4.0,583.0,0.02,0.16,N,F,2026-01-17,2026-01-14,2026-01-25,TAKE BACK RETURN,RAIL,Packed for standard replenishment and received on schedule.
1300089,25,10,1,1.0,228.81,0.03,0.21,R,F,2026-01-16,2026-01-17,2026-01-19,TAKE BACK RETURN,TRUCK,Customer dock appointment confirmed before receipt.
1300089,10,11,2,12.0,2843.4,0.05,0.21,R,F,2026-01-18,2026-01-15,2026-01-20,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300089,39,10,3,9.0,7344.81,0.03,0.21,N,F,2026-01-18,2026-01-17,2026-01-21,TAKE BACK RETURN,MAIL,Packed for standard replenishment and received on schedule.
1300089,2,13,4,11.0,3620.21,0.0,0.21,N,F,2026-01-17,2026-01-15,2026-01-24,TAKE BACK RETURN,SHIP,Customer dock appointment confirmed before receipt.
1300089,18,6,5,9.0,6986.25,0.06,0.21,A,F,2026-01-18,2026-01-18,2026-01-20,DELIVER IN PERSON,AIR,Cross-border paperwork pre-cleared for timely receipt.
1300090,18,14,1,16.0,12420.0,0.06,0.21,N,O,2026-01-30,2026-01-29,2026-02-05,NONE,SHIP,Customer requested deferred receipt into next month.
1300090,32,6,2,14.0,9904.02,0.05,0.21,N,F,2026-01-30,2026-01-30,2026-01-31,NONE,MAIL,Packed for standard replenishment and received on schedule.
1300090,2,13,3,11.0,3620.21,0.06,0.21,N,O,2026-02-01,2026-02-01,2026-02-14,NONE,AIR,Line remains in transit at January month-end.
1300090,28,4,4,12.0,10691.52,0.03,0.21,N,F,2026-01-31,2026-01-30,2026-01-31,TAKE BACK RETURN,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300090,27,5,5,2.0,1067.54,0.05,0.21,N,O,2026-02-01,2026-01-30,2026-02-12,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300091,42,12,1,25.0,12205.0,0.08,0.16,N,O,2026-01-28,2026-01-27,2026-02-08,TAKE BACK RETURN,RAIL,Receipt expected in early February after dispatch.
1300091,42,16,2,28.0,13669.6,0.08,0.16,N,O,2026-01-30,2026-01-31,2026-02-05,DELIVER IN PERSON,SHIP,Line remains in transit at January month-end.
1300091,16,7,3,5.0,2932.25,0.06,0.16,N,O,2026-01-29,2026-01-28,2026-02-11,NONE,SHIP,Customer requested deferred receipt into next month.
1300091,31,8,4,2.0,694.14,0.06,0.16,N,O,2026-01-31,2026-01-31,2026-02-07,TAKE BACK RETURN,AIR,Receipt expected in early February after dispatch.
1300091,22,5,5,13.0,2434.38,0.02,0.16,N,O,2026-01-29,2026-01-29,2026-02-12,DELIVER IN PERSON,AIR,Receipt expected in early February after dispatch.
1300092,33,11,1,8.0,6051.52,0.02,0.16,R,F,2026-02-02,2026-01-31,2026-01-31,TAKE BACK RETURN,AIR,Customer dock appointment confirmed before receipt.
1300092,12,15,2,5.0,2680.1,0.05,0.16,N,F,2026-01-31,2026-01-31,2026-01-31,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300092,29,7,3,3.0,1175.97,0.06,0.16,N,O,2026-01-30,2026-01-31,2026-02-12,TAKE BACK RETURN,AIR,Ocean-leg delivery extends beyond January close.
1300092,10,6,4,12.0,2843.4,0.0,0.16,N,O,2026-02-02,2026-01-31,2026-02-10,TAKE BACK RETURN,RAIL,Ocean-leg delivery extends beyond January close.
1300092,43,10,5,16.0,2332.0,0.0,0.16,N,F,2026-02-02,2026-01-31,2026-01-31,DELIVER IN PERSON,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300093,39,11,1,20.0,16321.8,0.05,0.14,N,F,2026-01-17,2026-01-16,2026-01-23,NONE,TRUCK,Delivered within January service window.
1300093,18,15,2,11.0,8538.75,0.02,0.14,R,F,2026-01-20,2026-01-20,2026-01-25,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300093,21,14,3,25.0,18950.5,0.08,0.14,A,F,2026-01-19,2026-01-19,2026-01-21,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300093,11,16,4,12.0,8724.96,0.05,0.14,N,F,2026-01-17,2026-01-18,2026-01-21,TAKE BACK RETURN,MAIL,Cross-border paperwork pre-cleared for timely receipt.
1300093,23,2,5,6.0,2340.06,0.02,0.14,N,F,2026-01-18,2026-01-19,2026-01-25,TAKE BACK RETURN,TRUCK,Packed for standard replenishment and received on schedule.
1300094,9,3,1,11.0,5137.44,0.08,0.21,N,O,2026-01-30,2026-01-30,2026-02-09,NONE,TRUCK,Ocean-leg delivery extends beyond January close.
1300094,24,8,2,9.0,3183.75,0.05,0.21,N,O,2026-02-02,2026-01-30,2026-02-09,NONE,AIR,Ocean-leg delivery extends beyond January close.
1300094,16,4,3,15.0,8796.75,0.0,0.21,N,O,2026-01-31,2026-01-30,2026-02-12,DELIVER IN PERSON,TRUCK,Line remains in transit at January month-end.
1300094,41,16,4,13.0,7967.05,0.02,0.21,N,O,2026-02-02,2026-02-01,2026-02-09,TAKE BACK RETURN,RAIL,Customer requested deferred receipt into next month.
1300094,26,6,5,11.0,4096.4,0.0,0.21,N,O,2026-02-01,2026-01-31,2026-02-12,TAKE BACK RETURN,AIR,Line remains in transit at January month-end.
1300095,5,6,1,4.0,939.08,0.03,0.21,N,O,2026-01-26,2026-01-27,2026-02-07,DELIVER IN PERSON,MAIL,Line remains in transit at January month-end.
1300095,34,15,2,11.0,6784.58,0.06,0.21,N,O,2026-01-27,2026-01-28,2026-02-06,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300095,13,13,3,2.0,1800.58,0.03,0.21,N,O,2026-01-28,2026-01-29,2026-02-09,TAKE BACK RETURN,SHIP,Line remains in transit at January month-end.
1300095,8,6,4,6.0,5506.8,0.03,0.21,N,F,2026-01-27,2026-01-28,2026-01-31,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300095,42,1,5,32.0,15622.4,0.05,0.21,N,O,2026-01-29,2026-01-26,2026-02-12,NONE,TRUCK,Receipt expected in early February after dispatch.
1300096,38,2,1,20.0,1234.8,0.1,0.16,A,F,2026-01-14,2026-01-12,2026-01-18,TAKE BACK RETURN,RAIL,Customer dock appointment confirmed before receipt.
1300096,32,11,2,6.0,4244.58,0.06,0.16,N,F,2026-01-13,2026-01-13,2026-01-20,DELIVER IN PERSON,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300096,39,11,3,33.0,26930.97,0.05,0.16,N,F,2026-01-15,2026-01-13,2026-01-19,NONE,TRUCK,Cross-border paperwork pre-cleared for timely receipt.
1300096,30,12,4,17.0,1591.2,0.06,0.16,A,F,2026-01-15,2026-01-12,2026-01-23,DELIVER IN PERSON,RAIL,Packed for standard replenishment and received on schedule.
1300096,20,7,5,6.0,4052.4,0.06,0.16,R,F,2026-01-13,2026-01-14,2026-01-17,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300097,8,7,1,6.0,5506.8,0.0,0.18,N,F,2026-01-04,2026-01-04,2026-01-07,TAKE BACK RETURN,MAIL,Packed for standard replenishment and received on schedule.
1300097,38,3,2,26.0,1605.24,0.08,0.18,R,F,2026-01-05,2026-01-05,2026-01-10,DELIVER IN PERSON,RAIL,Cross-border paperwork pre-cleared for timely receipt.
1300097,34,5,3,12.0,7401.36,0.03,0.18,N,F,2026-01-04,2026-01-04,2026-01-12,DELIVER IN PERSON,AIR,Delivered within January service window.
1300097,30,15,4,11.0,1029.6,0.06,0.18,N,F,2026-01-07,2026-01-06,2026-01-10,NONE,TRUCK,Packed for standard replenishment and received on schedule.
1300097,9,8,5,12.0,5604.48,0.03,0.18,N,F,2026-01-04,2026-01-04,2026-01-07,NONE,SHIP,Packed for standard replenishment and received on schedule.
1300098,35,13,1,5.0,4446.5,0.02,0.16,N,F,2026-01-29,2026-01-27,2026-01-31,DELIVER IN PERSON,MAIL,Packed for standard replenishment and received on schedule.
1300098,21,1,2,19.0,14402.38,0.06,0.16,N,O,2026-01-29,2026-01-27,2026-02-09,TAKE BACK RETURN,SHIP,Receipt expected in early February after dispatch.
1300098,13,13,3,10.0,9002.9,0.03,0.16,N,O,2026-01-29,2026-01-27,2026-02-10,NONE,TRUCK,Receipt expected in early February after dispatch.
1300098,10,8,4,1.0,236.95,0.06,0.16,N,O,2026-01-29,2026-01-29,2026-02-05,NONE,TRUCK,Receipt expected in early February after dispatch.
1300098,6,12,5,10.0,1375.4,0.06,0.16,N,O,2026-01-29,2026-01-30,2026-02-07,NONE,TRUCK,Receipt expected in early February after dispatch.
1300099,5,6,1,14.0,3286.78,0.05,0.14,N,F,2026-01-05,2026-01-05,2026-01-09,TAKE BACK RETURN,TRUCK,Delivered within January service window.
1300099,34,5,2,14.0,8634.92,0.06,0.14,N,F,2026-01-03,2026-01-04,2026-01-09,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300099,23,9,3,18.0,7020.18,0.03,0.14,N,F,2026-01-03,2026-01-03,2026-01-06,TAKE BACK RETURN,AIR,Packed for standard replenishment and received on schedule.
1300099,32,11,4,7.0,4952.01,0.03,0.14,N,F,2026-01-03,2026-01-03,2026-01-06,DELIVER IN PERSON,TRUCK,Packed for standard replenishment and received on schedule.
1300099,42,16,5,12.0,5858.4,0.0,0.14,N,F,2026-01-05,2026-01-04,2026-01-10,NONE,SHIP,Customer dock appointment confirmed before receipt.
1300100,21,1,1,30.0,22740.6,0.1,0.14,N,F,2026-01-16,2026-01-15,2026-01-24,NONE,SHIP,Cross-border paperwork pre-cleared for timely receipt.
1300100,23,6,2,8.0,3120.08,0.05,0.14,N,F,2026-01-14,2026-01-14,2026-01-22,TAKE BACK RETURN,TRUCK,Customer dock appointment confirmed before receipt.
1300100,14,10,3,16.0,8584.96,0.05,0.14,N,F,2026-01-14,2026-01-13,2026-01-22,TAKE BACK RETURN,RAIL,Packed for standard replenishment and received on schedule.
1300100,34,5,4,8.0,4934.24,0.03,0.14,N,F,2026-01-16,2026-01-17,2026-01-24,NONE,RAIL,Cross-border paperwork pre-cleared for timely receipt.
